,log2FC_TE_v1,pvalue_v1,log2FC_TE_v2,pvalue_v2,log2FC_TE_final,pvalue_final,pvalue.adjust
alx,2.21009053275177,0.0967017976448742,2.6684523803329,0.00920207665153141,2.21009053275177,0.0967017976448742,0.247571375001708
amiA,-2.32493427636994,0.0023791912684856,-2.33561390761242,0.00159639283694466,-2.32493427636994,0.0023791912684856,0.0166739697451384
amiB,1.80409109178333,0.0625152017299257,1.76711974561968,0.0211825366537697,1.80409109178333,0.0625152017299257,0.180283641358794
amiC,3.93808371300719,4.26067510406504e-07,3.91642792784257,3.61672680055537e-07,3.93808371300719,4.26067510406504e-07,2.20365502963269e-05
amiD,-0.227228889255396,0.770730512236878,-0.206163024001485,0.793067115066212,-0.206163024001485,0.793067115066212,0.907458303498238
amn,0.853374047709745,0.227969159021897,0.827514174630147,0.276144543808213,0.827514174630147,0.276144543808213,0.493185326463869
ampC,-0.163333900441224,0.867561478920073,-0.205361209249231,0.793674277830212,-0.163333900441224,0.867561478920073,0.945800934463412
ampD,1.28090498425275,0.204200662108324,1.24596256958311,0.310280605335658,1.24596256958311,0.310280605335658,0.530364893608167
ampE,-2.20247408510326,0.0644694445248988,-2.19425903758317,0.0688441882720581,-2.19425903758317,0.0688441882720581,0.194173439852888
ampG,-0.214054196693131,0.761675536359883,-0.244644876151559,0.742382466396936,-0.214054196693131,0.761675536359883,0.891317721047264
ampH,1.31050732676273,0.101454183850686,1.2797261494764,0.0765024327647828,1.31050732676273,0.101454183850686,0.255669628726479
amtB,-1.35008063747303,0.315692050725714,-1.40220957529029,0.242295742863199,-1.35008063747303,0.315692050725714,0.536313115031246
amyA,-4.87562140425169,2.17864552804869e-07,-4.87318588681271,7.12589371738121e-07,-4.87318588681271,7.12589371738121e-07,3.27287790298816e-05
